ID,Company,Business Unit,Department,Job Title,Business Title,Supervisor ID,Reg/Temp,Full/Part,Start Date,Rehire Date,Term Date,Voluntary / Involuntary,Term Reason,Age,Gender,EEO-1 Category,Ethnicity,Marital Status,Zip Code,Date of Last Promo,Promo Reason,Term(1)/Stay(0),Rehire Flag,Promo Flag,Lat_Lng_Home,Office_zip,Lat_Lng_Office,Distance_mile,Length_Stay
emp2684,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Project Management Specialist,Partner Development Mgr,sup0422,Regular,1,3/19/01,,,,,46.91,1,Professionals,1-White,1,48044,,,0,0,0,"(42.65, -82.93)",48009,"(42.55, -83.22)",16.31999175872718,
emp2685,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Senior Art Director,Sr Art Director,sup0416,Regular,1,3/22/01,2/28/18,,,,39.9,1,Professionals,1-White,1,48047,,,0,1,0,"(42.68, -82.78)",48009,"(42.55, -83.22)",24.16037642438629,
emp2686,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Project Management,Project Manager,Senior Project Manager,sup0488,Regular,1,8/29/01,3/11/13,,,,63.5,1,Professionals,1-White,1,08619,1/16/17,Outstanding Performance,0,1,1,"(40.24, -74.7)",08540,"(40.4, -74.7)",11.039607536083633,
emp2687,"McCann Relationship Mktg, LLC",MRM McCann New York,Project Management,Project Management Specialist,Senior Project Manager,sup531,Regular,1,9/2/03,6/20/16,,,,54.21,1,Professionals,1-White,1,10009,,,0,1,0,"(40.73, -73.98)",10017,"(40.75, -73.973)",1.4281164732537879,
emp2688,"McCann Relationship Mktg, LLC",ME MRM Detroit,Finance,Director of Accounting,"Dir, Accounting",sup577,Regular,1,10/14/03,10/12/15,,,,43.19,1,First/Mid Level Officials,1-White,1,48067,2/1/18,Outstanding Performance,0,1,1,"(42.49, -83.14)",48009,"(42.55, -83.22)",5.816957926318061,
emp2689,"McCann Relationship Mktg, LLC",MRM McCann New York,Analytics,Supervisor/Manager of Research,"VP, List Acq. &Procurement",sup0365,Regular,1,11/5/03,,,,,53.84,1,First/Mid Level Officials,1-White,1,11566,3/1/07,Normal Career Progression,0,0,1,"(40.66, -73.55)",10017,"(40.75, -73.973)",23.064166532482695,
emp2690,"McCann Relationship Mktg, LLC",MRM McCann New York,Print,Print Production Supv/Mgr,Senior Print Production Mgr,sup535,Regular,1,4/25/85,4/25/17,,,,59.23,1,First/Mid Level Officials,1-White,1,12533,,,0,1,0,"(41.5, -73.8)",10017,"(40.75, -73.973)",52.53672916822301,
emp2691,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Management Supervisor,Management Supervisor,sup0001,Regular,1,5/30/95,8/21/17,,,,46.6,1,First/Mid Level Officials,1-White,1,08033,,,0,1,0,"(39.9, -75.04)",08540,"(40.4, -74.7)",38.911889896753976,
emp2692,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Group Account Director,"SVP, Group Account Director",sup583,Regular,1,6/22/95,1/1/03,,,,45.37,1,Executive/Sr Level Officials,1-White,1,08053,11/1/10,Outstanding Performance,0,1,1,"(39.85, -74.91)",08540,"(40.4, -74.7)",39.54377732373535,
emp2693,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Director of Strategy,"VP, Group Strategy Director",sup0193,Regular,1,12/8/86,4/25/05,,,,58.61,1,First/Mid Level Officials,1-White,1,84105,,,0,1,0,"(40.74, -111.86)",84111,"(40.76, -111.88)",1.7337964595717141,
emp2694,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Proofreader,Copy Editor,sup0317,Regular,1,4/21/04,4/20/15,,,,64.97,1,Professionals,1-White,1,48315,,,0,1,0,"(42.67, -83.0)",48009,"(42.55, -83.22)",13.943805633399798,
emp2695,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Director,Account Director,sup0096,Regular,1,5/24/04,7/31/17,,,,35.99,1,First/Mid Level Officials,1-White,1,08057,,,0,1,0,"(39.98, -74.94)",08540,"(40.4, -74.7)",31.63880170523409,
emp2696,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Digital Marketing Supv/Mgr,Legal Compliance Mgr,sup0317,Regular,1,6/14/04,9/23/10,,,,56.33,1,First/Mid Level Officials,1-White,1,48183,,,0,1,0,"(42.13, -83.22)",48009,"(42.55, -83.22)",28.989174487253052,
emp2697,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Supv/Mgr of Project Management,Assoc Dir Prog Mgmt,sup0369,Regular,1,7/8/04,7/24/17,,,,40.34,1,First/Mid Level Officials,1-White,1,48073,,,0,1,0,"(42.52, -83.16)",48009,"(42.55, -83.22)",3.697160098888946,
emp2698,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Finance,AP Coordinator/Clerk,A-P Coordinator,sup544,Regular,1,12/20/04,,,,,72.1,1,Administrative Support Workers,1-White,1,08691,,,0,0,0,"(40.2, -74.6)",08540,"(40.4, -74.7)",14.77610870757205,
emp2699,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Project Management,Director of Project Management,Program Director,sup0405,Regular,1,2/8/05,9/10/12,,,,50.53,1,First/Mid Level Officials,1-White,1,84121,2/1/18,Normal Career Progression,0,1,1,"(40.7, -111.7)",84111,"(40.76, -111.88)",10.315804747119408,
emp2700,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Group Account Director,"VP, Group Account Director",sup0525,Regular,1,3/7/05,,,,,36.98,1,Executive/Sr Level Officials,1-White,1,84109,1/1/16,Normal Career Progression,0,0,1,"(40.72, -111.76)",84111,"(40.76, -111.88)",6.876342347337756,
emp2701,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,"VP, Account Director",sup0381,Regular,1,3/29/05,8/12/13,,,,50.41,1,First/Mid Level Officials,3-Hispanic/Latino,1,84045,10/1/17,Normal Career Progression,0,1,1,"(40.3, -111.9)",84111,"(40.76, -111.88)",31.757489577099527,
emp2702,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Engagement Planning,Engagement Manager,Engagement Operations Manager,sup0295,Regular,1,5/2/05,,,,,35.75,1,First/Mid Level Officials,1-White,1,84092,5/1/15,Normal Career Progression,0,0,1,"(40.6, -111.7)",84111,"(40.76, -111.88)",14.536046264633807,
emp2703,"McCann Relationship Mktg, LLC",ME MRM Detroit,Strategy,Director of Strategy,"SVP Dir, Strategy",sup0449,Regular,1,8/15/05,11/1/17,,,,44.56,1,First/Mid Level Officials,1-White,1,48025,,,0,1,0,"(42.52, -83.26)",48009,"(42.55, -83.22)",2.9081399764913622,
emp2704,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Group Account Director,SVP Group Account Director,sup0414,Regular,1,12/6/05,6/14/10,,,,51.23,1,Executive/Sr Level Officials,1-White,1,48442,,,0,1,0,"(42.8, -83.6)",48009,"(42.55, -83.22)",25.930439072277657,
emp2705,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Director of Project Management,"VP Dir, Prog Mgmt",sup579,Regular,1,1/3/06,,,,,43.62,1,First/Mid Level Officials,1-White,1,48085,7/1/11,Outstanding Performance,0,0,1,"(42.6, -83.12)",48009,"(42.55, -83.22)",6.159247052170708,
emp2706,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,VP Account Director,sup0004,Regular,1,3/2/06,,,,,46.14,1,First/Mid Level Officials,1-White,1,48009,1/1/13,Outstanding Performance,0,0,1,"(42.55, -83.22)",48009,"(42.55, -83.22)",0.0,
emp2707,"McCann Relationship Mktg, LLC",MRM McCann New York,Technology,Digital QA Analyst,QA Analyst,sup0185,Regular,1,5/1/06,10/27/14,,,,41.25,1,Professionals,3-Hispanic/Latino,1,11420,,,0,1,0,"(40.68, -73.82)",10017,"(40.75, -73.973)",9.373398468676799,
emp2708,"McCann Relationship Mktg, LLC",MRM McCann New York,Finance General,Financial Control Supv/Mgr,Client Finance Manager,sup561,Regular,1,5/30/06,,,,,41.11,1,First/Mid Level Officials,4-Asian,1,11757,,,0,0,0,"(40.69, -73.38)",10017,"(40.75, -73.973)",31.40639535148909,
emp2709,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Management Supervisor,Management Supervisor,sup0394,Regular,1,9/10/07,2/29/16,,,,33.32,1,First/Mid Level Officials,1-White,1,48362,,,0,1,0,"(42.78, -83.27)",48009,"(42.55, -83.22)",16.07895091924857,
emp2710,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Director,Account Director,sup0097,Regular,1,10/8/07,2/14/18,,,,39.78,1,First/Mid Level Officials,1-White,1,08648,1/1/13,Outstanding Performance,0,1,1,"(40.28, -74.72)",08540,"(40.4, -74.7)",8.34679678935912,
emp2711,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Planner,Sr Content Strategist,sup0124,Regular,1,6/10/07,8/30/10,,,,49.47,1,Professionals,1-White,1,98177,5/1/15,Normal Career Progression,0,1,1,"(47.74, -122.37)",84111,"(40.76, -111.88)",708.2526023782732,
emp2712,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Management Supervisor,Management Supervisor,sup0091,Regular,1,3/3/08,,,,,37.12,1,First/Mid Level Officials,1-White,1,48438,8/1/18,Promotion Against Requisition,0,0,1,"(42.92, -83.47)",48009,"(42.55, -83.22)",28.53258113130428,
emp2713,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Supv/Mgr of Project Management,Assoc Dir Prog Mgmt,sup0166,Regular,1,11/30/09,,,,,48.75,1,First/Mid Level Officials,1-White,1,48306,5/16/16,Promotion Against Requisition,0,0,1,"(42.74, -83.09)",48009,"(42.55, -83.22)",14.692976362650347,
emp2714,"McCann Relationship Mktg, LLC",ME MRM Detroit,Administrative,Executive Assistant,"Exec Admin, Global T&E Lead",sup0177,Regular,1,12/11/09,,,,,57.33,1,Administrative Support Workers,1-White,1,48091,2/1/18,Outstanding Performance,0,0,1,"(42.47, -83.05)",48009,"(42.55, -83.22)",10.288867931165921,
emp2715,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Supv/Mgr of Project Management,"Mgr, Marketing Ops",sup0203,Regular,1,1/8/10,,,,,60.72,1,First/Mid Level Officials,1-White,1,48335,,,0,0,0,"(42.46, -83.41)",48009,"(42.55, -83.22)",11.521812050001145,
emp2716,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Director of Project Management,"VP Dir, Prog Mgmt",sup579,Regular,1,2/8/10,,,,,48.41,1,First/Mid Level Officials,1-White,1,48439,1/1/17,Promotion,0,0,1,"(42.9, -83.7)",48009,"(42.55, -83.22)",34.357108656931445,
emp2717,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Supv/Mgr of Project Management,Program Mgr,sup0079,Regular,1,3/1/10,,,,,34.94,1,First/Mid Level Officials,1-White,1,48383,7/1/16,Promotion Against Requisition,0,0,1,"(42.66, -83.53)",48009,"(42.55, -83.22)",17.53604578575924,
emp2718,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Digital QA Analyst,"Analyst, QA",sup0388,Regular,1,3/8/10,,,,,46.66,1,Professionals,1-White,1,48375,,,0,0,0,"(42.46, -83.46)",48009,"(42.55, -83.22)",13.7416018407862,
emp2719,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Dir of Digital Content Dev,"Dir of Tech, Content Mgmt",sup611,Regular,1,4/12/10,,,,,42.96,1,First/Mid Level Officials,1-White,1,48363,11/1/15,Outstanding Performance,0,0,1,"(42.77, -83.16)",48009,"(42.55, -83.22)",15.490248187207978,
emp2720,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,Worldwide Account Director,sup0166,Regular,1,4/12/10,8/21/17,,,,47.22,1,First/Mid Level Officials,1-White,1,48236,,,0,1,0,"(42.42, -82.9)",48009,"(42.55, -83.22)",18.648880374931817,
emp2721,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Dig Front End Developers,Web Developer,sup0231,Regular,1,4/14/10,,,,,50.1,1,Professionals,1-White,1,48044,,,0,0,0,"(42.65, -82.93)",48009,"(42.55, -83.22)",16.31999175872718,
emp2722,"McCann Relationship Mktg, LLC",ME MRM Detroit,Strategy,Supervisor/Manager of Research,"VP Assoc Dir, CX Strategy",sup0332,Regular,1,5/24/10,9/24/12,,,,35.77,1,First/Mid Level Officials,1-White,1,48382,6/1/16,Promotion,0,1,1,"(42.58, -83.5)",48009,"(42.55, -83.22)",14.435768757070578,
emp2723,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Group Account Director,SVP Group Account Director,sup0177,Regular,1,5/28/10,,,,,48.97,1,Executive/Sr Level Officials,1-White,1,48170,5/1/14,Outstanding Performance,0,0,1,"(42.4, -83.5)",48009,"(42.55, -83.22)",17.660270272489925,
emp2724,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,VP Account Director,sup0422,Regular,1,6/2/10,,,,,41.88,1,First/Mid Level Officials,4-Asian,1,48301,7/1/13,Outstanding Performance,0,0,1,"(42.54, -83.28)",48009,"(42.55, -83.22)",3.1391924983020263,
emp2725,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,"VP, Account Director",sup0091,Regular,1,6/7/10,,,,,47.18,1,First/Mid Level Officials,1-White,1,48301,,,0,0,0,"(42.54, -83.28)",48009,"(42.55, -83.22)",3.1391924983020263,
emp2726,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Digital QA Analyst,"Sr Analyst, QA",sup0388,Regular,1,6/14/10,,,,,62.53,1,Professionals,"8-2 or more races, not Hispanc",1,48076,1/1/13,Outstanding Performance,0,0,1,"(42.5, -83.23)",48009,"(42.55, -83.22)",3.488764497702648,
emp2727,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Management Supervisor,Management Supervisor,sup0288,Regular,1,7/19/10,,,,,30.33,1,First/Mid Level Officials,1-White,1,07733,8/1/17,Outstanding Performance,0,0,1,"(40.38, -74.17)",10017,"(40.75, -73.973)",27.55451359977084,
emp2728,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Finance,Supv/Mgr of Project Management,VP Operations Lead,sup0521,Regular,1,7/12/10,,,,,56.41,1,First/Mid Level Officials,1-White,1,18964,5/1/15,Outstanding Performance,0,0,1,"(40.3, -75.33)",08540,"(40.4, -74.7)",33.96542721297471,
emp2729,"McCann Relationship Mktg, LLC",ME MRM Detroit,User Experience,Senior Art Director,Sr UX Art Director,sup0186,Regular,1,8/16/10,,,,,45.95,1,Professionals,1-White,1,48067,3/16/17,Promotion Against Requisition,0,0,1,"(42.49, -83.14)",48009,"(42.55, -83.22)",5.816957926318061,
emp2730,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,Account Director,sup0004,Regular,1,10/25/10,,,,,49.6,1,First/Mid Level Officials,1-White,1,48301,7/1/15,Promotion,0,0,1,"(42.54, -83.28)",48009,"(42.55, -83.22)",3.1391924983020263,
emp2731,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Technology,Supv/Mgr Digital QA,QA Manager,sup0185,Regular,1,11/1/10,,,,,44.92,1,First/Mid Level Officials,4-Asian,1,08550,2/1/18,Outstanding Performance,0,0,1,"(40.28, -74.62)",08540,"(40.4, -74.7)",9.294850614334866,
emp2732,"McCann Relationship Mktg, LLC",MRM McCann New York,Project Management,Supv/Mgr of Project Management,SVP Program Manager,sup0276,Regular,1,11/17/10,,,,,53.38,1,First/Mid Level Officials,1-White,1,11590,3/1/14,Outstanding Performance,0,0,1,"(40.76, -73.58)",10017,"(40.75, -73.973)",20.63313183225426,
emp2733,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,VP Worldwide Account Director,sup552,Regular,1,11/22/10,,,,,46.55,1,First/Mid Level Officials,1-White,1,48025,7/1/13,Outstanding Performance,0,0,1,"(42.52, -83.26)",48009,"(42.55, -83.22)",2.9081399764913622,
emp2734,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Digital QA Analyst,"Sr Analyst, QA",sup0388,Regular,1,12/8/10,,,,,58.55,1,Professionals,2-Black/African American,1,48066,1/16/17,Outstanding Performance,0,0,1,"(42.51, -82.94)",48009,"(42.55, -83.22)",14.558659159963792,
emp2735,"McCann Relationship Mktg, LLC",ME MRM Detroit,Strategy,Supervisor/Manager of Research,"VP Assoc Dir, Strategy",sup0332,Regular,1,1/4/11,,,,,52.56,1,First/Mid Level Officials,1-White,1,48390,,,0,0,0,"(42.55, -83.48)",48009,"(42.55, -83.22)",13.269194764567239,
emp2736,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Supv/Mgr of Info Systems,"Assoc Dir, Tech",sup0159,Regular,1,1/31/11,5/13/13,,,,33.53,1,First/Mid Level Officials,1-White,1,48383,1/16/17,Outstanding Performance,0,1,1,"(42.66, -83.53)",48009,"(42.55, -83.22)",17.53604578575924,
emp2737,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Group Account Director,VP Group Account Director,sup0449,Regular,1,3/21/11,3/16/15,,,,41.95,1,Executive/Sr Level Officials,1-White,1,48374,2/1/18,Outstanding Performance,0,1,1,"(42.47, -83.52)",48009,"(42.55, -83.22)",16.28512833692295,
emp2738,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Project Management Specialist,Sr Project Mgr,sup0201,Regular,1,4/4/11,,,,,34.16,1,Professionals,4-Asian,1,48377,5/1/15,Outstanding Performance,0,0,1,"(42.5, -83.48)",48009,"(42.55, -83.22)",13.715787326469162,
emp2739,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Supv/Mgr of Project Management,"Assoc Dir Prog Mgmt, Wrld Plat",sup0166,Regular,1,3/28/11,,,,,62.07,1,First/Mid Level Officials,2-Black/African American,1,48215,5/1/15,Promotion Against Requisition,0,0,1,"(42.38, -82.95)",48009,"(42.55, -83.22)",18.112887527246162,
emp2740,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Media,Media Manager,Media Supervisor,sup0075,Regular,1,4/11/11,,,,,31.72,1,First/Mid Level Officials,1-White,1,08003,1/1/16,Outstanding Performance,0,0,1,"(39.89, -74.97)",08540,"(40.4, -74.7)",37.980914082325675,
emp2741,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Dig Front End Developers,Sr Web Developer,sup0080,Regular,1,5/31/11,,,,,39.21,1,Professionals,4-Asian,1,48304,5/1/14,Outstanding Performance,0,0,1,"(42.59, -83.24)",48009,"(42.55, -83.22)",2.9435041385563685,
emp2742,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Management Supervisor,Management Supervisor,sup618,Regular,1,6/16/11,,,,,43.2,1,First/Mid Level Officials,1-White,1,48346,,,0,0,0,"(42.72, -83.42)",48009,"(42.55, -83.22)",15.5433457901294,
emp2743,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Management Supervisor,Management Supervisor,sup0205,Regular,1,6/27/11,,,,,48.7,1,First/Mid Level Officials,1-White,1,48367,5/1/14,Outstanding Performance,0,0,1,"(42.84, -83.14)",48009,"(42.55, -83.22)",20.42781618010313,
emp2744,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Supv/Mgr of Project Management,Program Mgr,sup0528,Regular,1,7/5/11,,,,,33.69,1,First/Mid Level Officials,1-White,1,48307,1/1/17,Promotion,0,0,1,"(42.66, -83.12)",48009,"(42.55, -83.22)",9.14605192449505,
emp2745,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supervisor,sup0147,Regular,1,8/22/11,,,,,48.41,1,First/Mid Level Officials,1-White,1,48327,,,0,0,0,"(42.65, -83.41)",48009,"(42.55, -83.22)",11.896247235120047,
emp2746,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Senior Copywriter,Sr Copywriter,sup0321,Regular,1,9/28/11,7/6/15,,,,33.65,1,Professionals,4-Asian,1,48073,,,0,1,0,"(42.52, -83.16)",48009,"(42.55, -83.22)",3.697160098888946,
emp2747,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Creative Services Supv/Mgr,Digital Content Supervisor,sup0465,Regular,1,11/14/11,,,,,55.07,1,First/Mid Level Officials,1-White,1,48092,2/1/18,Outstanding Performance,0,0,1,"(42.51, -83.06)",48009,"(42.55, -83.22)",8.622267837687618,
emp2748,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Project Management Specialist,Sr Project Mgr,sup0219,Regular,1,11/7/11,,,,,30.77,1,Professionals,1-White,1,48085,9/1/16,Promotion,0,0,1,"(42.6, -83.12)",48009,"(42.55, -83.22)",6.159247052170708,
emp2749,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Management Supervisor,Management Supervisor,sup0242,Regular,1,11/14/11,,,,,43.98,1,First/Mid Level Officials,1-White,1,48315,,,0,0,0,"(42.67, -83.0)",48009,"(42.55, -83.22)",13.943805633399798,
emp2750,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Director of Project Management,"VP Dir, Prog Mgmt",sup0091,Regular,1,11/21/11,,,,,48.94,1,First/Mid Level Officials,1-White,1,48306,7/1/15,Promotion,0,0,1,"(42.74, -83.09)",48009,"(42.55, -83.22)",14.692976362650347,
emp2751,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Group Account Director,VP Group Account Director,sup583,Regular,1,11/28/11,,,,,48.09,1,Executive/Sr Level Officials,1-White,1,19067,8/1/17,Outstanding Performance,0,0,1,"(40.2, -74.81)",08540,"(40.4, -74.7)",14.973113238255124,
emp2752,"McCann Relationship Mktg, LLC",ME MRM Detroit,Analytics,Analyst,"Analyst, Perf&Analytics",sup0466,Regular,1,12/13/11,9/6/16,,,,30.86,1,Professionals,1-White,1,48462,,,0,1,0,"(42.85, -83.43)",48009,"(42.55, -83.22)",23.305097265114657,
emp2753,"McCann Relationship Mktg, LLC",ME MRM Detroit,Administrative,Administrative Assistant,Group Coordinator,sup0414,Regular,1,1/3/12,,,,,40.82,1,Administrative Support Workers,1-White,1,48348,,,0,0,0,"(42.76, -83.41)",48009,"(42.55, -83.22)",17.43063453373936,
emp2754,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Strategic Planning,User Experience Director,Associate UX Director,sup0440,Regular,1,1/9/12,,,,,44.18,1,First/Mid Level Officials,1-White,1,08527,8/1/17,Outstanding Performance,0,0,1,"(40.1, -74.4)",08540,"(40.4, -74.7)",26.076664412852214,
emp2755,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supervisor,sup623,Regular,1,2/13/12,,,,,41.32,1,First/Mid Level Officials,1-White,1,48316,1/16/17,Outstanding Performance,0,0,1,"(42.69, -83.06)",48009,"(42.55, -83.22)",12.645659868066206,
emp2756,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Supv/Mgr of Info Systems,"Assoc Dir, Tech",sup0020,Regular,1,2/13/12,,,,,50.71,1,First/Mid Level Officials,1-White,1,48316,8/1/17,Outstanding Performance,0,0,1,"(42.69, -83.06)",48009,"(42.55, -83.22)",12.645659868066206,
emp2757,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Supv/Mgr of Digital Content De,"Tech Mgr, Content Mgmt",sup0152,Regular,1,3/26/12,,,,,33.41,1,First/Mid Level Officials,1-White,1,48312,3/16/17,Promotion Against Requisition,0,0,1,"(42.56, -83.01)",48009,"(42.55, -83.22)",10.738778512232262,
emp2758,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Project Management Specialist,Sr Project Mgr,sup0198,Regular,1,5/7/12,,,,,33.93,1,Professionals,1-White,1,48044,7/1/16,Outstanding Performance,0,0,1,"(42.65, -82.93)",48009,"(42.55, -83.22)",16.31999175872718,
emp2759,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Director of Strategy,Strategy Director,sup581,Regular,1,5/21/12,,,,,45.51,1,First/Mid Level Officials,"8-2 or more races, not Hispanc",1,20016,2/1/18,Normal Career Progression,0,0,1,"(38.94, -77.09)",84111,"(40.76, -111.88)",1842.1718277591706,
emp2760,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Engagement Planning,Engagement Manager,Engagement Manager,sup0295,Regular,1,6/18/12,,,,,41.09,1,First/Mid Level Officials,3-Hispanic/Latino,1,84111,,,0,0,0,"(40.76, -111.88)",84111,"(40.76, -111.88)",0.0,
emp2761,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Supv/Mgr of Digital Content De,"Tech Mgr, Content Mgmt",sup0152,Regular,1,7/16/12,,,,,36.01,1,First/Mid Level Officials,1-White,1,48331,1/16/17,Outstanding Performance,0,0,1,"(42.5, -83.41)",48009,"(42.55, -83.22)",10.296224013885789,
emp2762,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Project Management Specialist,Sr Project Mgr,sup0137,Regular,1,8/20/12,,,,,29.81,1,Professionals,1-White,1,48346,2/1/17,Promotion Against Requisition,0,0,1,"(42.72, -83.42)",48009,"(42.55, -83.22)",15.5433457901294,
emp2763,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supervisor,sup0078,Regular,1,10/15/12,,,,,40.14,1,First/Mid Level Officials,1-White,1,48098,3/16/18,Promotion Against Requisition,0,0,1,"(42.6, -83.18)",48009,"(42.55, -83.22)",4.009372385293363,
emp2764,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Supv/Mgr of Info Systems,Team Lead,sup0323,Regular,1,11/12/12,,,,,40.07,1,First/Mid Level Officials,4-Asian,1,48168,1/16/17,Outstanding Performance,0,0,1,"(42.4, -83.53)",48009,"(42.55, -83.22)",18.923449402840973,
emp2765,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Creative,Proofreader,Digital Medical Editor,sup0069,Regular,1,12/4/12,,,,,61.75,1,Professionals,1-White,1,19136,,,0,0,0,"(40.05, -75.02)",08540,"(40.4, -74.7)",29.488506356593103,
emp2766,"McCann Relationship Mktg, LLC",ME MRM Detroit,Analytics,Analyst,"Sr Analyst, Business Intel",sup594,Regular,1,1/7/13,,,,,37.6,1,Professionals,1-White,1,48073,3/1/17,Promotion Against Requisition,0,0,1,"(42.52, -83.16)",48009,"(42.55, -83.22)",3.697160098888946,
emp2767,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Project Management Specialist,Service Delivery Mgr,sup0066,Regular,1,1/16/13,,,,,57.75,1,Professionals,1-White,1,48350,,,0,0,0,"(42.74, -83.53)",48009,"(42.55, -83.22)",20.531488647237357,
emp2768,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Management Supervisor,Management Supervisor,sup0065,Regular,1,3/4/13,,,,,27.1,1,First/Mid Level Officials,1-White,1,84106,1/16/17,Normal Career Progression,0,0,1,"(40.71, -111.86)",84111,"(40.76, -111.88)",3.606295182955766,
emp2769,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Director,"VP, Account Director",sup583,Regular,1,3/13/13,,,,,53.16,1,First/Mid Level Officials,"8-2 or more races, not Hispanc",1,08648,,,0,0,0,"(40.28, -74.72)",08540,"(40.4, -74.7)",8.34679678935912,
emp2770,"McCann Relationship Mktg, LLC",ME MRM Detroit,Technology,Network Engineer,Web Engineer,sup0323,Regular,1,4/1/13,,,,,46.44,1,Professionals,4-Asian,1,48188,,,0,0,0,"(42.29, -83.49)",48009,"(42.55, -83.22)",22.6433013618216,
